Effective Date,First Name,Last Name,Location,Job Name,GL Code,Labor Task,Deptment,Hours
2026-02-12,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Engineering,5.0
2026-02-12,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,QC - Shop Review,QC,3.0
2026-02-12,Nia,Okonkwo,Plant 3,24-1180 Riverside Parking Structure,5100,DESIGN - Connection Design,QC,4.0
2026-02-12,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,QC,1.0
2026-02-12,Sam,Petrov,Plant 2,OVERHEAD - General Engineering,6000,DESIGN - Member Design,QC,8.0
2026-02-12,Iris,Hollander,Plant 1,OVERHEAD - Training,6010,DESIGN - Member Design,Engineering,8.0
2026-02-12,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Drafting,6.0
2026-02-12,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Drafting,0.5
2026-02-12,Kofi,Mensah,Plant 3,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,Drafting,1.5
2026-02-13,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DESIGN - Member Design,Engineering,8.0
2026-02-13,Priya,Raman,Plant 2,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,Engineering,6.0
2026-02-13,Priya,Raman,Plant 2,24-1207 Northgate Transit Center,5100,QC - Shop Review,Engineering,2.0
2026-02-13,Tomas,Lindqvist,Plant 2,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Drafting,1.0
2026-02-13,Tomas,Lindqvist,Plant 2,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,Drafting,7.0
2026-02-13,Alice,Boonyasak,Plant 1,OVERHEAD - General Engineering,6000,PM - Coordination,Drafting,6.0
2026-02-13,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Drafting,2.0
2026-02-13,Ruben,Castellanos,Plant 3,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Engineering,6.0
2026-02-13,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Engineering,2.0
2026-02-13,Nia,Okonkwo,Plant 3,24-1180 Riverside Parking Structure,5100,DRAFT - Erection Drawings,QC,0.5
2026-02-13,Nia,Okonkwo,Plant 3,25-1044 Harborview Medical Deck,5110,PM - Coordination,QC,1.5
2026-02-13,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,QC,6.0
2026-02-13,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DRAFT - Piece Tickets,QC,8.0
2026-02-13,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Member Design,Engineering,3.0
2026-02-13,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,PM - Coordination,Engineering,2.5
2026-02-13,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Engineering,2.5
2026-02-13,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,DESIGN - Member Design,Drafting,4.0
2026-02-13,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Drafting,4.0
2026-02-16,Dana,Whitfield,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Engineering,3.0
2026-02-16,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,Engineering,1.0
2026-02-16,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,Engineering,4.0
2026-02-16,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Engineering,8.0
2026-02-16,Priya,Raman,Plant 2,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Engineering,8.0
2026-02-16,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Drafting,8.0
2026-02-16,Alice,Boonyasak,Plant 1,25-1044 Harborview Medical Deck,5110,PM - Coordination,Drafting,1.0
2026-02-16,Alice,Boonyasak,Plant 1,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Drafting,7.0
2026-02-16,Ruben,Castellanos,Plant 3,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,8.0
2026-02-16,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,QC - Shop Review,QC,8.0
2026-02-16,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,QC,1.0
2026-02-16,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,QC,0.5
2026-02-16,Sam,Petrov,Plant 2,OVERHEAD - General Engineering,6000,ADMIN - Meetings,QC,6.5
2026-02-16,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Drafting,1.0
2026-02-16,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Drafting,1.5
2026-02-16,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,PM - Coordination,Drafting,5.5
2026-02-17,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Engineering,8.0
2026-02-17,Priya,Raman,Plant 2,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,5.5
2026-02-17,Priya,Raman,Plant 2,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,2.5
2026-02-17,Alice,Boonyasak,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Drafting,3.0
2026-02-17,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Drafting,5.0
2026-02-17,Ruben,Castellanos,Plant 3,OVERHEAD - General Engineering,6000,QC - Shop Review,Engineering,2.0
2026-02-17,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Engineering,6.0
2026-02-17,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,QC,8.0
2026-02-17,Sam,Petrov,Plant 2,OVERHEAD - General Engineering,6000,DRAFT - Erection Drawings,QC,2.0
2026-02-17,Sam,Petrov,Plant 2,25-1044 Harborview Medical Deck,5110,PM - Coordination,QC,6.0
2026-02-17,Iris,Hollander,Plant 1,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Engineering,4.5
2026-02-17,Iris,Hollander,Plant 1,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Engineering,0.5
2026-02-17,Iris,Hollander,Plant 1,OVERHEAD - Training,6010,DESIGN - Connection Design,Engineering,3.0
2026-02-17,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,PM - Coordination,Drafting,8.0
2026-02-18,Dana,Whitfield,Plant 1,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Engineering,1.0
2026-02-18,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,1.0
2026-02-18,Dana,Whitfield,Plant 1,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Engineering,6.0
2026-02-18,Marcus,Ohara,Plant 1,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Engineering,4.5
2026-02-18,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Member Design,Engineering,3.5
2026-02-18,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Engineering,0.5
2026-02-18,Priya,Raman,Plant 2,OVERHEAD - General Engineering,6000,QC - Shop Review,Engineering,2.5
2026-02-18,Priya,Raman,Plant 2,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,Engineering,5.0
2026-02-18,Tomas,Lindqvist,Plant 2,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Drafting,3.0
2026-02-18,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,Drafting,5.0
2026-02-18,Alice,Boonyasak,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Drafting,0.5
2026-02-18,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Member Design,Drafting,1.5
2026-02-18,Alice,Boonyasak,Plant 1,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,Drafting,6.0
2026-02-18,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,Engineering,8.0
2026-02-18,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,QC,8.0
2026-02-18,Sam,Petrov,Plant 2,OVERHEAD - General Engineering,6000,ADMIN - Meetings,QC,8.0
2026-02-18,Iris,Hollander,Plant 1,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,6.0
2026-02-18,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Member Design,Engineering,2.0
2026-02-18,Kofi,Mensah,Plant 3,24-1180 Riverside Parking Structure,5100,ADMIN - Meetings,Drafting,5.0
2026-02-18,Kofi,Mensah,Plant 3,OVERHEAD - Training,6010,DESIGN - Member Design,Drafting,3.0
2026-02-19,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,DRAFT - Piece Tickets,Engineering,3.5
2026-02-19,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,Engineering,3.0
2026-02-19,Dana,Whitfield,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,1.5
2026-02-19,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Engineering,2.0
2026-02-19,Marcus,Ohara,Plant 1,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Engineering,3.5
2026-02-19,Marcus,Ohara,Plant 1,OVERHEAD - General Engineering,6000,PM - Coordination,Engineering,2.5
2026-02-19,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,DRAFT - Erection Drawings,Engineering,3.5
2026-02-19,Priya,Raman,Plant 2,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,Engineering,1.5
2026-02-19,Priya,Raman,Plant 2,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,3.0
2026-02-19,Tomas,Lindqvist,Plant 2,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Drafting,3.0
2026-02-19,Tomas,Lindqvist,Plant 2,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Drafting,5.0
2026-02-19,Alice,Boonyasak,Plant 1,OVERHEAD - Training,6010,QC - Shop Review,Drafting,2.0
2026-02-19,Alice,Boonyasak,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Member Design,Drafting,6.0
2026-02-19,Ruben,Castellanos,Plant 3,OVERHEAD - General Engineering,6000,PM - Coordination,Engineering,3.5
2026-02-19,Ruben,Castellanos,Plant 3,25-1044 Harborview Medical Deck,5110,DRAFT - Erection Drawings,Engineering,4.5
2026-02-19,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,QC,8.0
2026-02-19,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DRAFT - Erection Drawings,QC,0.5
2026-02-19,Sam,Petrov,Plant 2,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,QC,5.5
2026-02-19,Sam,Petrov,Plant 2,OVERHEAD - Training,6010,DRAFT - Piece Tickets,QC,2.0
2026-02-19,Iris,Hollander,Plant 1,OVERHEAD - Training,6010,DESIGN - Member Design,Engineering,6.5
2026-02-19,Iris,Hollander,Plant 1,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,1.5
2026-02-19,Kofi,Mensah,Plant 3,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Drafting,0.5
2026-02-19,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,Drafting,2.0
2026-02-19,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Drafting,5.5
2026-02-20,Dana,Whitfield,Plant 1,25-1044 Harborview Medical Deck,5110,PM - Coordination,Engineering,8.0
2026-02-20,Marcus,Ohara,Plant 1,24-1180 Riverside Parking Structure,5100,PM - Coordination,Engineering,8.0
2026-02-20,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Engineering,8.0
2026-02-20,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Drafting,8.0
2026-02-20,Alice,Boonyasak,Plant 1,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Drafting,8.0
2026-02-20,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Engineering,8.0
2026-02-20,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,QC,1.0
2026-02-20,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,QC,5.0
2026-02-20,Nia,Okonkwo,Plant 3,OVERHEAD - Training,6010,ADMIN - Meetings,QC,2.0
2026-02-20,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DESIGN - Connection Design,QC,8.0
2026-02-20,Iris,Hollander,Plant 1,24-1207 Northgate Transit Center,5100,PM - Coordination,Engineering,1.0
2026-02-20,Iris,Hollander,Plant 1,24-1180 Riverside Parking Structure,5100,PM - Coordination,Engineering,7.0
2026-02-20,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,DRAFT - Erection Drawings,Drafting,0.5
2026-02-20,Kofi,Mensah,Plant 3,25-1130 Fairmount Stadium Risers,5120,ADMIN - Meetings,Drafting,7.5
2026-02-23,Dana,Whitfield,Plant 1,24-1207 Northgate Transit Center,5100,PM - Coordination,Engineering,1.0
2026-02-23,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,Engineering,7.0
2026-02-23,Marcus,Ohara,Plant 1,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,Engineering,1.0
2026-02-23,Marcus,Ohara,Plant 1,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Engineering,5.0
2026-02-23,Marcus,Ohara,Plant 1,25-1044 Harborview Medical Deck,5110,PM - Coordination,Engineering,2.0
2026-02-23,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,DRAFT - Erection Drawings,Engineering,3.0
2026-02-23,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,5.0
2026-02-23,Tomas,Lindqvist,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Drafting,2.0
2026-02-23,Tomas,Lindqvist,Plant 2,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,Drafting,3.0
2026-02-23,Tomas,Lindqvist,Plant 2,25-1091 Kestrel Logistics Hub,5120,DRAFT - Erection Drawings,Drafting,3.0
2026-02-23,Ruben,Castellanos,Plant 3,25-1044 Harborview Medical Deck,5110,PM - Coordination,Engineering,8.0
2026-02-23,Nia,Okonkwo,Plant 3,25-1044 Harborview Medical Deck,5110,DRAFT - Erection Drawings,QC,3.0
2026-02-23,Nia,Okonkwo,Plant 3,24-1207 Northgate Transit Center,5100,QC - Shop Review,QC,4.5
2026-02-23,Nia,Okonkwo,Plant 3,24-1180 Riverside Parking Structure,5100,DRAFT - Erection Drawings,QC,0.5
2026-02-23,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,QC - Shop Review,QC,2.0
2026-02-23,Sam,Petrov,Plant 2,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,QC,5.5
2026-02-23,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,QC,0.5
2026-02-23,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DRAFT - Piece Tickets,Drafting,3.0
2026-02-23,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Drafting,5.0
2026-02-24,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DESIGN - Member Design,Engineering,8.0
2026-02-24,Marcus,Ohara,Plant 1,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Engineering,7.5
2026-02-24,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,0.5
2026-02-24,Priya,Raman,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Engineering,5.0
2026-02-24,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,Engineering,3.0
2026-02-24,Tomas,Lindqvist,Plant 2,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Drafting,8.0
2026-02-24,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Drafting,3.5
2026-02-24,Alice,Boonyasak,Plant 1,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Drafting,4.5
2026-02-24,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Piece Tickets,Engineering,8.0
2026-02-24,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,QC,1.0
2026-02-24,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,QC,7.0
2026-02-24,Sam,Petrov,Plant 2,25-1130 Fairmount Stadium Risers,5120,DRAFT - Erection Drawings,QC,2.5
2026-02-24,Sam,Petrov,Plant 2,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,QC,0.5
2026-02-24,Sam,Petrov,Plant 2,OVERHEAD - Training,6010,PM - Coordination,QC,5.0
2026-02-24,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Engineering,8.0
2026-02-24,Kofi,Mensah,Plant 3,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Drafting,8.0
2026-02-25,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,8.0
2026-02-25,Marcus,Ohara,Plant 1,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Engineering,1.0
2026-02-25,Marcus,Ohara,Plant 1,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Engineering,0.5
2026-02-25,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,ADMIN - Meetings,Engineering,6.5
2026-02-25,Priya,Raman,Plant 2,25-1044 Harborview Medical Deck,5110,ADMIN - Meetings,Engineering,8.0
2026-02-25,Tomas,Lindqvist,Plant 2,24-1207 Northgate Transit Center,5100,QC - Shop Review,Drafting,3.5
2026-02-25,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Drafting,4.5
2026-02-25,Alice,Boonyasak,Plant 1,OVERHEAD - Training,6010,DRAFT - Piece Tickets,Drafting,7.5
2026-02-25,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Drafting,0.5
2026-02-25,Ruben,Castellanos,Plant 3,25-1130 Fairmount Stadium Risers,5120,DESIGN - Connection Design,Engineering,2.5
2026-02-25,Ruben,Castellanos,Plant 3,25-1002 Belmont Industrial Phase II,5110,QC - Shop Review,Engineering,5.5
2026-02-25,Nia,Okonkwo,Plant 3,24-1207 Northgate Transit Center,5100,PM - Coordination,QC,8.0
2026-02-25,Sam,Petrov,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,QC,8.0
2026-02-25,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Engineering,8.0
2026-02-25,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Drafting,1.0
2026-02-25,Kofi,Mensah,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Erection Drawings,Drafting,7.0
2026-02-26,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Engineering,8.0
2026-02-26,Marcus,Ohara,Plant 1,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Engineering,3.0
2026-02-26,Marcus,Ohara,Plant 1,OVERHEAD - Training,6010,DESIGN - Member Design,Engineering,5.0
2026-02-26,Priya,Raman,Plant 2,OVERHEAD - General Engineering,6000,DRAFT - Erection Drawings,Engineering,0.5
2026-02-26,Priya,Raman,Plant 2,OVERHEAD - Training,6010,PM - Coordination,Engineering,0.5
2026-02-26,Priya,Raman,Plant 2,OVERHEAD - General Engineering,6000,DRAFT - Piece Tickets,Engineering,7.0
2026-02-26,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,QC - Shop Review,Drafting,4.0
2026-02-26,Tomas,Lindqvist,Plant 2,24-1207 Northgate Transit Center,5100,PM - Coordination,Drafting,4.0
2026-02-26,Ruben,Castellanos,Plant 3,24-1207 Northgate Transit Center,5100,DESIGN - Connection Design,Engineering,8.0
2026-02-26,Nia,Okonkwo,Plant 3,OVERHEAD - Training,6010,DESIGN - Connection Design,QC,5.5
2026-02-26,Nia,Okonkwo,Plant 3,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,QC,2.5
2026-02-26,Sam,Petrov,Plant 2,25-1044 Harborview Medical Deck,5110,QC - Shop Review,QC,4.0
2026-02-26,Sam,Petrov,Plant 2,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,QC,4.0
2026-02-26,Iris,Hollander,Plant 1,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,Engineering,5.0
2026-02-26,Iris,Hollander,Plant 1,25-1044 Harborview Medical Deck,5110,DESIGN - Connection Design,Engineering,0.5
2026-02-26,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,Engineering,2.5
2026-02-26,Kofi,Mensah,Plant 3,25-1130 Fairmount Stadium Risers,5120,QC - Shop Review,Drafting,8.0
2026-02-27,Dana,Whitfield,Plant 1,OVERHEAD - Training,6010,QC - Shop Review,Engineering,3.5
2026-02-27,Dana,Whitfield,Plant 1,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Engineering,4.5
2026-02-27,Marcus,Ohara,Plant 1,OVERHEAD - General Engineering,6000,DRAFT - Erection Drawings,Engineering,5.0
2026-02-27,Marcus,Ohara,Plant 1,25-1130 Fairmount Stadium Risers,5120,PM - Coordination,Engineering,1.5
2026-02-27,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,Engineering,1.5
2026-02-27,Priya,Raman,Plant 2,25-1044 Harborview Medical Deck,5110,PM - Coordination,Engineering,5.0
2026-02-27,Priya,Raman,Plant 2,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,3.0
2026-02-27,Tomas,Lindqvist,Plant 2,24-1180 Riverside Parking Structure,5100,PM - Coordination,Drafting,3.5
2026-02-27,Tomas,Lindqvist,Plant 2,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Drafting,3.0
2026-02-27,Tomas,Lindqvist,Plant 2,25-1044 Harborview Medical Deck,5110,DRAFT - Erection Drawings,Drafting,1.5
2026-02-27,Alice,Boonyasak,Plant 1,25-1130 Fairmount Stadium Risers,5120,DESIGN - Member Design,Drafting,4.0
2026-02-27,Alice,Boonyasak,Plant 1,25-1091 Kestrel Logistics Hub,5120,ADMIN - Meetings,Drafting,0.5
2026-02-27,Alice,Boonyasak,Plant 1,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Drafting,3.5
2026-02-27,Ruben,Castellanos,Plant 3,25-1002 Belmont Industrial Phase II,5110,DRAFT - Piece Tickets,Engineering,6.0
2026-02-27,Ruben,Castellanos,Plant 3,25-1091 Kestrel Logistics Hub,5120,DESIGN - Connection Design,Engineering,0.5
2026-02-27,Ruben,Castellanos,Plant 3,25-1091 Kestrel Logistics Hub,5120,PM - Coordination,Engineering,1.5
2026-02-27,Nia,Okonkwo,Plant 3,24-1180 Riverside Parking Structure,5100,DESIGN - Member Design,QC,4.5
2026-02-27,Nia,Okonkwo,Plant 3,25-1002 Belmont Industrial Phase II,5110,PM - Coordination,QC,3.5
2026-02-27,Sam,Petrov,Plant 2,OVERHEAD - Training,6010,DESIGN - Connection Design,QC,8.0
2026-02-27,Iris,Hollander,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Member Design,Engineering,3.5
2026-02-27,Iris,Hollander,Plant 1,OVERHEAD - General Engineering,6000,ADMIN - Meetings,Engineering,2.5
2026-02-27,Iris,Hollander,Plant 1,OVERHEAD - General Engineering,6000,QC - Shop Review,Engineering,2.0
2026-02-27,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Drafting,6.0
2026-02-27,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Member Design,Drafting,2.0
2026-03-02,Dana,Whitfield,Plant 1,25-1091 Kestrel Logistics Hub,5120,DESIGN - Connection Design,Engineering,1.5
2026-03-02,Dana,Whitfield,Plant 1,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Engineering,3.5
2026-03-02,Dana,Whitfield,Plant 1,OVERHEAD - General Engineering,6000,QC - Shop Review,Engineering,3.0
2026-03-02,Marcus,Ohara,Plant 1,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,Engineering,5.5
2026-03-02,Marcus,Ohara,Plant 1,25-1130 Fairmount Stadium Risers,5120,DRAFT - Piece Tickets,Engineering,2.5
2026-03-02,Priya,Raman,Plant 2,25-1091 Kestrel Logistics Hub,5120,DRAFT - Erection Drawings,Engineering,0.5
2026-03-02,Priya,Raman,Plant 2,OVERHEAD - Training,6010,DRAFT - Erection Drawings,Engineering,2.0
2026-03-02,Priya,Raman,Plant 2,24-1207 Northgate Transit Center,5100,ADMIN - Meetings,Engineering,5.5
2026-03-02,Tomas,Lindqvist,Plant 2,24-1180 Riverside Parking Structure,5100,QC - Shop Review,Drafting,3.0
2026-03-02,Tomas,Lindqvist,Plant 2,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,Drafting,5.0
2026-03-02,Alice,Boonyasak,Plant 1,OVERHEAD - General Engineering,6000,DRAFT - Erection Drawings,Drafting,8.0
2026-03-02,Ruben,Castellanos,Plant 3,25-1002 Belmont Industrial Phase II,5110,ADMIN - Meetings,Engineering,8.0
2026-03-02,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,QC - Shop Review,QC,3.0
2026-03-02,Nia,Okonkwo,Plant 3,25-1091 Kestrel Logistics Hub,5120,DRAFT - Piece Tickets,QC,2.0
2026-03-02,Nia,Okonkwo,Plant 3,OVERHEAD - General Engineering,6000,DRAFT - Erection Drawings,QC,3.0
2026-03-02,Iris,Hollander,Plant 1,25-1002 Belmont Industrial Phase II,5110,DESIGN - Connection Design,Engineering,8.0
2026-03-02,Kofi,Mensah,Plant 3,24-1207 Northgate Transit Center,5100,DRAFT - Erection Drawings,Drafting,7.5
2026-03-02,Kofi,Mensah,Plant 3,OVERHEAD - General Engineering,6000,DESIGN - Connection Design,Drafting,0.5
2026-03-03,Dana,Whitfield,Plant 1,25-1044 Harborview Medical Deck,5110,DRAFT - Piece Tickets,Engineering,7.0
